1652953222538.921
-605 	 -1023 	 12 	 -9.3 	 1.6 	 -5.4 	 570.5 	 -463.0 	 -356.5 	 0.4 	 21.1 	 132.7
-625 	 -1014 	 2 	 -9.6 	 -1.2 	 -3.4 	 575.0 	 -469.0 	 -358.0 	 0.6 	 20.9 	 132.6
-637 	 -995 	 -10 	 -9.8 	 -2.5 	 -2.8 	 563.0 	 -469.0 	 -350.5 	 0.8 	 20.8 	 132.5
-654 	 -905 	 -36 	 -9.6 	 -2.0 	 -6.0 	 569.0 	 -470.5 	 -355.0 	 1.0 	 20.5 	 132.3
1652953223216.682
1652953223229.132
1652953223229.132
1652953223229.132
1652953223229.132
1652953223229.132
1652953223229.132
1652953223239.385
1652953223239.385
1652953223263.3948
1652953223263.3948
1652953223263.3948
1652953223263.3948
1652953223263.3948
1652953223271.3938
1652953223271.3938
1652953223271.3938
1652953223287.3914
1652953223295.3953
1652953223295.3953
1652953223295.3953
1652953223295.3953
1652953223295.3953
rh 	 temp 	 uva 	 uvb 	 x 	 y 	 blueg 	 blueb 	 worn 	 pressure
32.38 	 29.98 	 4.0005 	 1.491 	 374 	 359 	 86 	 85 	 1 	 102803
32.38 	 29.98 	 4.0005 	 1.491 	 374 	 359 	 86 	 85 	 1 	 102804
32.38 	 29.96 	 4.0005 	 1.47396 	 356 	 337 	 82 	 82 	 1 	 102807
accx 	 accy 	 accz 	 gyrx 	 gyry 	 gyrz 	 magx 	 magy 	 magz 	 roll 	 pitch 	 yaw
-655 	 -883 	 -41 	 -8.8 	 -1.0 	 -7.7 	 573.5 	 -472.0 	 -352.0 	 1.2 	 20.4 	 132.2
-614 	 -885 	 -41 	 -5.1 	 2.9 	 -15.4 	 564.5 	 -475.0 	 -352.0 	 1.4 	 20.0 	 132.1
-576 	 -844 	 -43 	 -1.2 	 5.8 	 -21.6 	 567.5 	 -478.0 	 -350.5 	 1.5 	 19.7 	 132.1
-538 	 -795 	 -39 	 2.5 	 8.8 	 -25.2 	 564.5 	 -484.0 	 -353.5 	 1.6 	 19.3 	 132.2
-511 	 -759 	 -26 	 6.0 	 12.0 	 -24.7 	 558.5 	 -485.5 	 -353.5 	 1.7 	 18.8 	 132.3
-494 	 -745 	 -15 	 7.2 	 13.8 	 -20.8 	 558.5 	 -488.5 	 -349.0 	 1.7 	 18.4 	 132.5
-479 	 -770 	 -11 	 6.6 	 14.6 	 -14.9 	 560.0 	 -487.0 	 -346.0 	 1.7 	 17.9 	 132.8
-470 	 -808 	 -10 	 5.0 	 14.7 	 -9.2 	 557.0 	 -488.5 	 -349.0 	 1.7 	 17.6 	 133.0
-470 	 -840 	 -17 	 2.9 	 13.6 	 -4.2 	 552.5 	 -490.0 	 -347.5 	 1.7 	 17.4 	 133.3
-477 	 -862 	 -28 	 1.5 	 11.6 	 2.6 	 554.0 	 -490.0 	 -343.0 	 1.7 	 17.3 	 133.6
-468 	 -876 	 -35 	 3.5 	 10.8 	 5.4 	 558.5 	 -488.5 	 -343.0 	 1.7 	 17.2 	 133.8
-456 	 -899 	 -36 	 6.5 	 10.2 	 4.7 	 558.5 	 -491.5 	 -344.5 	 1.8 	 17.3 	 134.1
-442 	 -895 	 -40 	 9.5 	 10.0 	 0.7 	 563.0 	 -485.5 	 -338.5 	 1.7 	 17.3 	 134.2
-422 	 -883 	 -37 	 11.4 	 10.3 	 -3.6 	 558.5 	 -493.0 	 -343.0 	 1.7 	 17.4 	 134.4
-396 	 -877 	 -31 	 12.1 	 10.5 	 -7.0 	 557.0 	 -481.0 	 -335.5 	 1.6 	 17.3 	 134.6
1652953223351.382
1652953223351.382
1652953223351.382
1652953223351.382
1652953223359.3806
1652953223367.3806
1652953223367.3806
1652953223375.3774
1652953223383.3765
1652953223383.3765
1652953223383.3765
1652953223383.3765
1652953223383.3765
1652953223383.3765
1652953223383.3765
1652953223415.3696
1652953223415.3696
1652953223415.3696
1652953223415.3696
1652953223415.3696
1652953223415.3696
1652953223423.3677
1652953223439.3691
rh 	 temp 	 uva 	 uvb 	 x 	 y 	 blueg 	 blueb 	 worn 	 pressure
32.38 	 29.96 	 4.1275 	 1.48248 	 356 	 337 	 82 	 82 	 1 	 102805
32.34 	 29.98 	 4.0005 	 1.4398799999999998 	 356 	 337 	 82 	 82 	 1 	 102802
32.34 	 29.98 	 4.0005 	 1.52508 	 356 	 337 	 82 	 82 	 1 	 102803
accx 	 accy 	 accz 	 gyrx 	 gyry 	 gyrz 	 magx 	 magy 	 magz 	 roll 	 pitch 	 yaw
-369 	 -876 	 -21 	 13.0 	 11.4 	 -9.2 	 555.5 	 -487.0 	 -343.0 	 1.5 	 17.2 	 134.8
-349 	 -865 	 -16 	 13.4 	 12.3 	 -9.8 	 567.5 	 -493.0 	 -337.0 	 1.3 	 17.0 	 135.1
-337 	 -857 	 -15 	 12.9 	 13.1 	 -8.8 	 555.5 	 -490.0 	 -341.5 	 1.2 	 16.8 	 135.4
-328 	 -869 	 -12 	 11.2 	 13.7 	 -6.4 	 558.5 	 -497.5 	 -344.5 	 1.0 	 16.6 	 135.7
-315 	 -889 	 -10 	 9.1 	 13.9 	 -3.6 	 552.5 	 -491.5 	 -341.5 	 0.9 	 16.5 	 136.0
-313 	 -899 	 -14 	 8.3 	 13.6 	 -2.1 	 557.0 	 -491.5 	 -340.0 	 0.8 	 16.4 	 136.3
-315 	 -900 	 -19 	 7.6 	 13.2 	 -1.1 	 558.5 	 -490.0 	 -335.5 	 0.7 	 16.3 	 136.6
-321 	 -906 	 -23 	 6.4 	 12.1 	 -0.1 	 558.5 	 -487.0 	 -335.5 	 0.7 	 16.2 	 136.9
-317 	 -907 	 -26 	 5.2 	 10.8 	 0.4 	 557.0 	 -487.0 	 -334.0 	 0.7 	 16.2 	 137.1
-321 	 -918 	 -30 	 4.7 	 9.6 	 0.6 	 557.0 	 -491.5 	 -332.5 	 0.6 	 16.2 	 137.4
-322 	 -947 	 -32 	 5.1 	 8.2 	 -0.2 	 555.5 	 -487.0 	 -335.5 	 0.6 	 16.1 	 137.5
-319 	 -946 	 -32 	 6.1 	 7.4 	 -2.6 	 555.5 	 -488.5 	 -337.0 	 0.6 	 16.1 	 137.8
-307 	 -957 	 -32 	 7.6 	 6.9 	 -4.8 	 558.5 	 -493.0 	 -337.0 	 0.6 	 16.1 	 137.9
-292 	 -961 	 -33 	 9.4 	 7.7 	 -6.7 	 557.0 	 -494.5 	 -337.0 	 0.5 	 16.1 	 138.0
-276 	 -963 	 -29 	 10.5 	 9.3 	 -9.6 	 555.5 	 -493.0 	 -334.0 	 0.5 	 16.0 	 138.2
1652953223647.331
1652953223655.3303
1652953223655.3303
1652953223655.3303
1652953223655.3303
1652953223663.3293
1652953223663.3293
1652953223663.3293
1652953223687.3286
1652953223695.3232
1652953223695.3232
1652953223695.3232
1652953223695.3232
1652953223695.3232
1652953223695.3232
1652953223695.3232
1652953223711.322
1652953223711.322
1652953223711.322
1652953223719.3193
1652953223719.3193
1652953223719.3193
1652953223719.3193
rh 	 temp 	 uva 	 uvb 	 x 	 y 	 blueg 	 blueb 	 worn 	 pressure
32.34 	 29.93 	 4.1275 	 1.49952 	 356 	 337 	 82 	 82 	 1 	 102803
32.34 	 29.93 	 4.1275 	 1.51656 	 321 	 332 	 80 	 76 	 1 	 102804
32.32 	 29.94 	 4.318 	 1.60176 	 321 	 332 	 80 	 76 	 1 	 102804
accx 	 accy 	 accz 	 gyrx 	 gyry 	 gyrz 	 magx 	 magy 	 magz 	 roll 	 pitch 	 yaw
-262 	 -961 	 -25 	 9.3 	 9.6 	 -11.2 	 552.5 	 -491.5 	 -332.5 	 0.5 	 15.9 	 138.3
-249 	 -971 	 -23 	 8.2 	 9.8 	 -12.4 	 554.0 	 -488.5 	 -334.0 	 0.3 	 15.6 	 138.6
-243 	 -973 	 -28 	 8.6 	 10.6 	 -12.9 	 552.5 	 -491.5 	 -335.5 	 0.3 	 15.3 	 138.8
-241 	 -989 	 -32 	 9.4 	 11.0 	 -12.4 	 551.0 	 -491.5 	 -340.0 	 0.2 	 15.0 	 139.0
-234 	 -1008 	 -31 	 10.1 	 11.4 	 -12.4 	 548.0 	 -496.0 	 -338.5 	 0.1 	 14.7 	 139.2
-228 	 -1030 	 -32 	 9.8 	 10.2 	 -13.1 	 551.0 	 -500.5 	 -335.5 	 0.0 	 14.5 	 139.4
-213 	 -1070 	 -45 	 10.7 	 10.0 	 -15.3 	 543.5 	 -499.0 	 -337.0 	 0.0 	 14.1 	 139.7
-214 	 -1087 	 -43 	 12.9 	 10.4 	 -19.5 	 545.0 	 -499.0 	 -340.0 	 -0.2 	 13.8 	 140.0
-222 	 -1117 	 -29 	 13.0 	 8.3 	 -26.8 	 545.0 	 -500.5 	 -329.5 	 -0.3 	 13.3 	 140.2
-202 	 -1166 	 -30 	 13.1 	 3.7 	 -32.9 	 537.5 	 -506.5 	 -337.0 	 -0.6 	 12.7 	 140.4
-193 	 -1062 	 -46 	 16.1 	 4.2 	 -33.2 	 531.5 	 -509.5 	 -337.0 	 -0.8 	 12.3 	 140.6
-198 	 -1072 	 -43 	 17.9 	 5.3 	 -31.3 	 531.5 	 -511.0 	 -337.0 	 -1.1 	 11.5 	 140.8
-243 	 -1082 	 -36 	 14.5 	 5.1 	 -29.6 	 527.0 	 -509.5 	 -341.5 	 -1.3 	 11.0 	 140.9
-303 	 -1097 	 -28 	 12.3 	 5.0 	 -24.9 	 522.5 	 -514.0 	 -338.5 	 -1.6 	 10.5 	 141.1
-376 	 -1108 	 -5 	 10.0 	 3.5 	 -17.4 	 521.0 	 -517.0 	 -343.0 	 -1.8 	 10.1 	 141.2
1652953223951.2812
1652953223951.2812
1652953223951.2812
1652953223951.2812
1652953223951.2812
1652953223959.2773
1652953223959.2773
1652953223959.2773
1652953223983.2764
1652953223983.2764
1652953223983.2764
1652953223983.2764
1652953223983.2764
1652953223983.2764
1652953223983.2764
1652953223983.2764
1652953224015.2703
1652953224039.2654
1652953224039.2654
1652953224039.2654
1652953224047.2646
1652953224047.2646
1652953224047.2646
rh 	 temp 	 uva 	 uvb 	 x 	 y 	 blueg 	 blueb 	 worn 	 pressure
32.32 	 29.94 	 4.3815 	 1.6188 	 321 	 332 	 80 	 76 	 1 	 102802
32.4 	 29.93 	 4.572 	 1.6699199999999998 	 321 	 332 	 80 	 76 	 1 	 102803
32.4 	 29.93 	 4.5085 	 1.6699199999999998 	 321 	 332 	 80 	 76 	 1 	 102804
accx 	 accy 	 accz 	 gyrx 	 gyry 	 gyrz 	 magx 	 magy 	 magz 	 roll 	 pitch 	 yaw
-403 	 -1134 	 8 	 11.1 	 2.1 	 -8.4 	 519.5 	 -518.5 	 -343.0 	 -2.0 	 9.8 	 141.3
-429 	 -1098 	 16 	 13.5 	 3.1 	 -3.1 	 518.0 	 -514.0 	 -343.0 	 -2.3 	 9.6 	 141.5
-476 	 -1039 	 30 	 15.4 	 4.8 	 -1.5 	 515.0 	 -520.0 	 -341.5 	 -2.6 	 9.5 	 141.6
-495 	 -996 	 44 	 15.3 	 5.5 	 -2.2 	 515.0 	 -521.5 	 -341.5 	 -2.8 	 9.5 	 141.8
-477 	 -942 	 76 	 15.9 	 6.8 	 -8.2 	 522.5 	 -520.0 	 -349.0 	 -3.1 	 9.4 	 142.0
-469 	 -888 	 96 	 15.4 	 7.8 	 -13.6 	 516.5 	 -515.5 	 -349.0 	 -3.4 	 9.3 	 142.2
-453 	 -838 	 117 	 13.6 	 7.8 	 -17.8 	 510.5 	 -523.0 	 -346.0 	 -3.7 	 9.1 	 142.4
-431 	 -822 	 129 	 10.9 	 7.1 	 -18.7 	 507.5 	 -514.0 	 -346.0 	 -3.9 	 8.9 	 142.6
-419 	 -814 	 140 	 8.0 	 5.5 	 -16.4 	 513.5 	 -521.5 	 -347.5 	 -4.1 	 8.7 	 142.8
-400 	 -829 	 142 	 4.9 	 2.7 	 -12.4 	 509.0 	 -523.0 	 -350.5 	 -4.2 	 8.4 	 142.9
-380 	 -863 	 143 	 1.7 	 -0.3 	 -8.3 	 506.0 	 -526.0 	 -347.5 	 -4.3 	 8.2 	 143.0
-372 	 -872 	 140 	 -1.1 	 -3.8 	 -3.9 	 503.0 	 -526.0 	 -356.5 	 -4.3 	 8.1 	 143.0
-365 	 -894 	 137 	 -3.7 	 -7.5 	 1.1 	 500.0 	 -532.0 	 -344.5 	 -4.3 	 8.1 	 143.0
-361 	 -891 	 132 	 -6.8 	 -12.3 	 5.7 	 503.0 	 -523.0 	 -343.0 	 -4.3 	 8.2 	 142.8
-352 	 -879 	 125 	 -11.0 	 -22.2 	 8.7 	 500.0 	 -527.5 	 -347.5 	 -4.2 	 8.3 	 142.4
1652953224247.2334
1652953224279.2285
1652953224279.2285
1652953224279.2285
1652953224279.2285
1652953224287.2234
1652953224287.2234
1652953224287.2234
1652953224287.2234
1652953224311.2217
1652953224319.2188
1652953224319.2188
1652953224319.2188
1652953224319.2188
1652953224319.2188
1652953224319.2188
1652953224319.2188
1652953224335.2166
1652953224335.2166
1652953224343.2124
1652953224351.213
1652953224351.213
1652953224351.213
rh 	 temp 	 uva 	 uvb 	 x 	 y 	 blueg 	 blueb 	 worn 	 pressure
32.39 	 29.91 	 4.5085 	 1.6869599999999998 	 314 	 359 	 75 	 66 	 1 	 102802
32.39 	 29.91 	 7.874 	 2.79456 	 314 	 359 	 75 	 66 	 1 	 102802
32.34 	 29.91 	 17.589499999999997 	 6.696719999999999 	 314 	 359 	 75 	 66 	 1 	 102802
accx 	 accy 	 accz 	 gyrx 	 gyry 	 gyrz 	 magx 	 magy 	 magz 	 roll 	 pitch 	 yaw
-342 	 -886 	 121 	 -14.2 	 -30.4 	 10.8 	 498.5 	 -518.5 	 -344.5 	 -4.0 	 8.5 	 142.1
-322 	 -881 	 116 	 -17.4 	 -38.7 	 14.3 	 501.5 	 -523.0 	 -349.0 	 -3.8 	 8.8 	 141.4
-295 	 -869 	 107 	 -19.9 	 -46.0 	 19.6 	 501.5 	 -521.5 	 -349.0 	 -3.6 	 9.1 	 140.7
-262 	 -864 	 96 	 -21.7 	 -51.4 	 25.5 	 506.0 	 -523.0 	 -353.5 	 -3.4 	 9.5 	 139.8
-216 	 -906 	 88 	 -23.5 	 -55.1 	 28.4 	 500.0 	 -524.5 	 -358.0 	 -3.1 	 10.0 	 138.6
-189 	 -954 	 79 	 -21.0 	 -55.6 	 22.8 	 510.5 	 -515.5 	 -353.5 	 -2.9 	 10.3 	 137.8
-189 	 -957 	 65 	 -17.2 	 -53.8 	 15.2 	 509.0 	 -517.0 	 -358.0 	 -2.7 	 10.8 	 136.4
-200 	 -942 	 58 	 -13.4 	 -50.4 	 9.8 	 503.0 	 -521.5 	 -364.0 	 -2.5 	 11.1 	 135.5
-201 	 -926 	 53 	 -10.5 	 -46.7 	 8.1 	 504.5 	 -518.5 	 -362.5 	 -2.4 	 11.4 	 134.5
-191 	 -911 	 51 	 -8.0 	 -41.0 	 9.8 	 503.0 	 -514.0 	 -367.0 	 -2.4 	 11.6 	 133.5
-183 	 -912 	 55 	 -7.0 	 -37.0 	 12.0 	 504.5 	 -514.0 	 -373.0 	 -2.4 	 11.8 	 132.8
-180 	 -917 	 61 	 -5.9 	 -33.2 	 14.6 	 509.0 	 -524.5 	 -374.5 	 -2.4 	 12.1 	 131.9
-174 	 -930 	 68 	 -5.3 	 -29.8 	 17.6 	 513.5 	 -511.0 	 -382.0 	 -2.4 	 12.4 	 131.4
-143 	 -969 	 68 	 -4.2 	 -25.0 	 18.5 	 503.0 	 -511.0 	 -380.5 	 -2.4 	 12.7 	 130.8
-150 	 -962 	 72 	 -2.6 	 -18.7 	 14.7 	 504.5 	 -511.0 	 -385.0 	 -2.4 	 13.1 	 130.3
1652953224551.1792
1652953224551.1792
1652953224551.1792
1652953224551.1792
1652953224551.1792
1652953224551.1792
1652953224551.1792
1652953224551.1792
1652953224583.1733
1652953224583.1733
1652953224583.1733
1652953224583.1733
1652953224583.1733
1652953224583.1733
1652953224583.1733
1652953224591.1748
1652953224615.169
1652953224639.1653
1652953224639.1653
1652953224639.1653
1652953224647.1633
1652953224647.1633
1652953224647.1633
rh 	 temp 	 uva 	 uvb 	 x 	 y 	 blueg 	 blueb 	 worn 	 pressure
32.34 	 29.91 	 15.493999999999998 	 8.54556 	 314 	 359 	 75 	 66 	 1 	 102803
32.31 	 29.91 	 16.700499999999998 	 8.792639999999999 	 314 	 359 	 75 	 66 	 1 	 102805
32.31 	 29.91 	 22.605999999999998 	 7.9662 	 352 	 362 	 82 	 78 	 1 	 102804
accx 	 accy 	 accz 	 gyrx 	 gyry 	 gyrz 	 magx 	 magy 	 magz 	 roll 	 pitch 	 yaw
-170 	 -960 	 79 	 -2.7 	 -13.5 	 10.6 	 509.0 	 -506.5 	 -383.5 	 -2.4 	 13.3 	 130.1
-187 	 -976 	 86 	 -3.5 	 -9.1 	 7.8 	 501.5 	 -509.5 	 -382.0 	 -2.4 	 13.6 	 129.8
-203 	 -960 	 90 	 -4.0 	 -5.7 	 7.2 	 504.5 	 -505.0 	 -383.5 	 -2.4 	 13.8 	 129.6
-219 	 -960 	 94 	 -4.5 	 -3.4 	 9.2 	 516.5 	 -506.5 	 -382.0 	 -2.4 	 14.0 	 129.6
-210 	 -988 	 101 	 -5.6 	 -3.2 	 9.4 	 510.5 	 -503.5 	 -383.5 	 -2.3 	 14.2 	 129.5
-209 	 -996 	 99 	 -4.8 	 -3.1 	 8.1 	 510.5 	 -514.0 	 -377.5 	 -2.2 	 14.3 	 129.5
-210 	 -1002 	 92 	 -4.3 	 -2.8 	 7.3 	 509.0 	 -509.5 	 -377.5 	 -2.2 	 14.5 	 129.5
-211 	 -1035 	 79 	 -3.9 	 -2.0 	 8.1 	 515.0 	 -511.0 	 -382.0 	 -2.1 	 14.6 	 129.5
-218 	 -1141 	 69 	 -3.0 	 -0.7 	 11.1 	 518.0 	 -505.0 	 -374.5 	 -2.1 	 14.8 	 129.6
-249 	 -1088 	 56 	 -4.8 	 -0.5 	 12.6 	 515.0 	 -505.0 	 -373.0 	 -2.0 	 15.0 	 129.5
-284 	 -1021 	 44 	 -9.1 	 -2.0 	 12.2 	 516.5 	 -508.0 	 -377.5 	 -1.9 	 15.2 	 129.5
-323 	 -1092 	 39 	 -9.6 	 -4.0 	 9.0 	 519.5 	 -496.0 	 -382.0 	 -1.7 	 15.4 	 129.4
-380 	 -1146 	 35 	 -6.7 	 -4.5 	 6.1 	 515.0 	 -505.0 	 -376.0 	 -1.6 	 15.6 	 129.3
-456 	 -1106 	 21 	 -1.1 	 -4.2 	 9.6 	 519.5 	 -508.0 	 -374.5 	 -1.5 	 15.9 	 129.3
-480 	 -1067 	 13 	 0.6 	 -4.0 	 12.6 	 524.0 	 -505.0 	 -377.5 	 -1.4 	 16.1 	 129.2
1652953224843.5322
1652953224883.5212
1652953224883.5212
1652953224883.5212
1652953224883.5212
1652953224883.5212
1652953224883.5212
1652953224883.5212
1652953224883.5212
1652953224915.5168
1652953224915.5168
1652953224915.5168
1652953224915.5168
1652953224915.5168
1652953224915.5168
1652953224915.5168
1652953224915.5168
1652953224939.5154
1652953224939.5154
1652953224971.506
1652953224995.5044
1652953224995.5044
1652953225003.5007
rh 	 temp 	 uva 	 uvb 	 x 	 y 	 blueg 	 blueb 	 worn 	 pressure
